,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,State,Mean
0,2001.0,3.9,4.0,4.0,4.0,4.0,4.1,4.1,4.2,4.3,4.5,4.6,4.8,Kansas,4.21
1,2002.0,4.9,5.0,5.0,5.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,Kansas,5.06
2,2003.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.7,5.7,5.7,5.6,5.6,Kansas,5.51
3,2004.0,5.6,5.6,5.6,5.5,5.5,5.5,5.4,5.4,5.4,5.3,5.3,5.3,Kansas,5.45
4,2005.0,5.3,5.3,5.2,5.1,5.1,5.0,4.9,4.9,4.9,4.9,4.8,4.7,Kansas,5.01
5,2006.0,4.6,4.6,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,Kansas,4.39
6,2007.0,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,Kansas,4.24
7,2008.0,4.3,4.2,4.2,4.3,4.3,4.4,4.6,4.7,4.8,5.0,5.2,5.5,Kansas,4.63
8,2009.0,5.8,6.1,6.4,6.7,7.0,7.1,7.2,7.3,7.2,7.2,7.2,7.2,Kansas,6.87
9,2010.0,7.2,7.2,7.2,7.1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Kansas,7.06
10,2011.0,6.9,6.9,6.8,6.6,6.5,6.5,6.4,6.4,6.3,6.3,6.2,6.1,Kansas,6.49
11,2012.0,6.0,5.9,5.9,5.8,5.8,5.7,5.7,5.6,5.6,5.6,5.6,5.6,Kansas,5.73
12,2013.0,5.6,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.2,5.1,5.0,4.9,Kansas,5.31
13,2014.0,4.8,4.8,4.7,4.7,4.6,4.6,4.5,4.4,4.4,4.3,4.3,4.3,Kansas,4.53
14,2015.0,4.3,4.3,4.4,4.4,4.3,4.2,4.1,4.0,4.0,4.0,3.9,3.9,Kansas,4.15
15,2016.0,3.9,3.9,3.9,4.0,4.0,4.1,4.1,4.1,4.2,4.1,4.1,4.0,Kansas,4.03
16,2017.0,3.9,3.8,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,Kansas,3.62
17,2018.0,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,Kansas,3.37
0,2001.0,4.7,4.7,4.7,4.7,4.8,4.8,4.9,5.1,5.4,5.6,5.8,6.0,Alabama,5.1
1,2002.0,6.1,6.1,6.0,6.0,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,Alabama,5.9
2,2003.0,5.8,5.8,5.9,6.0,6.1,6.1,6.2,6.2,6.1,6.1,6.0,6.0,Alabama,6.03
3,2004.0,6.0,6.0,5.9,5.9,5.8,5.8,5.7,5.6,5.6,5.5,5.4,5.2,Alabama,5.7
4,2005.0,5.1,4.9,4.8,4.6,4.5,4.4,4.4,4.3,4.3,4.3,4.2,4.2,Alabama,4.5
5,2006.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.0,4.0,3.9,Alabama,4.07
6,2007.0,3.9,3.8,3.8,3.8,3.8,3.8,3.9,4.0,4.1,4.2,4.3,4.3,Alabama,3.97
7,2008.0,4.4,4.5,4.6,4.8,5.1,5.3,5.6,5.9,6.2,6.7,7.4,8.1,Alabama,5.72
8,2009.0,8.9,9.6,10.2,10.7,11.0,11.3,11.5,11.6,11.7,11.8,11.8,11.8,Alabama,10.99
9,2010.0,11.7,11.6,11.4,10.8,10.4,10.1,10.0,9.9,10.0,10.1,10.2,10.3,Alabama,10.54
10,2011.0,10.2,10.2,10.1,10.0,10.0,10.0,9.9,9.7,9.4,9.0,8.6,8.3,Alabama,9.62
11,2012.0,8.1,7.9,8.0,8.1,8.2,8.3,8.2,8.1,7.9,7.8,7.6,7.6,Alabama,7.98
12,2013.0,7.5,7.4,7.3,7.2,7.1,7.0,7.1,7.1,7.2,7.2,7.2,7.3,Alabama,7.22
13,2014.0,7.3,7.2,7.2,7.1,7.0,6.9,6.7,6.6,6.5,6.4,6.2,6.1,Alabama,6.77
14,2015.0,6.1,6.1,6.1,6.1,6.2,6.2,6.1,6.1,6.1,6.0,6.0,6.0,Alabama,6.09
15,2016.0,6.0,6.0,5.9,5.9,5.8,5.8,5.8,5.8,5.9,5.9,5.8,5.7,Alabama,5.86
16,2017.0,5.5,5.3,5.0,4.8,4.6,4.3,4.1,4.0,3.9,3.8,3.8,3.8,Alabama,4.41
17,2018.0,3.7,3.7,3.8,3.8,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4.1,Alabama,3.97
0,2001.0,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,Wyoming,3.8
1,2002.0,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.2,4.3,Wyoming,4.03
2,2003.0,4.4,4.5,4.5,4.4,4.4,4.3,4.2,4.1,4.1,4.1,4.1,4.1,Wyoming,4.27
3,2004.0,4.0,4.0,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.6,Wyoming,3.82
4,2005.0,3.6,3.5,3.5,3.5,3.6,3.6,3.6,3.7,3.6,3.6,3.6,3.5,Wyoming,3.58
5,2006.0,3.4,3.3,3.2,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.0,Wyoming,3.17
6,2007.0,2.9,2.8,2.7,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.8,Wyoming,2.85
7,2008.0,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.2,3.3,3.5,3.9,Wyoming,3.07
8,2009.0,4.4,5.0,5.6,6.1,6.5,6.7,6.8,6.8,6.9,7.0,7.1,7.1,Wyoming,6.33
9,2010.0,7.1,7.1,6.9,6.7,6.5,6.3,6.2,6.1,6.1,6.1,6.1,6.2,Wyoming,6.45
10,2011.0,6.1,6.1,6.0,5.9,5.8,5.7,5.7,5.6,5.7,5.7,5.6,5.6,Wyoming,5.79
11,2012.0,5.5,5.4,5.3,5.3,5.3,5.3,5.3,5.4,5.3,5.3,5.2,5.1,Wyoming,5.31
12,2013.0,5.1,5.0,4.9,4.8,4.7,4.7,4.6,4.6,4.6,4.6,4.5,4.5,Wyoming,4.72
13,2014.0,4.4,4.3,4.2,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.0,3.9,Wyoming,4.13
14,2015.0,3.9,3.9,4.0,4.1,4.2,4.3,4.4,4.4,4.5,4.5,4.7,4.9,Wyoming,4.32
15,2016.0,5.1,5.3,5.5,5.6,5.6,5.5,5.4,5.3,5.1,5.0,5.0,4.9,Wyoming,5.28
16,2017.0,4.7,4.5,4.3,4.1,4.0,4.0,4.0,4.1,4.1,4.2,4.2,4.1,Wyoming,4.19
17,2018.0,4.1,4.0,3.9,3.8,3.7,3.7,3.8,3.9,4.1,4.1,4.1,4.1,Wyoming,3.94
0,2001.0,4.0,4.1,4.2,4.3,4.4,4.6,4.8,5.0,5.2,5.4,5.6,5.7,Arizona,4.78
1,2002.0,5.9,6.0,6.0,6.1,6.1,6.2,6.2,6.2,6.2,6.1,6.1,6.1,Arizona,6.1
2,2003.0,6.0,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.7,5.6,5.5,5.4,Arizona,5.77
3,2004.0,5.3,5.3,5.3,5.2,5.2,5.1,5.0,4.9,4.8,4.8,4.8,4.8,Arizona,5.04
4,2005.0,4.8,4.8,4.8,4.8,4.7,4.7,4.6,4.6,4.6,4.6,4.5,4.5,Arizona,4.67
5,2006.0,4.5,4.4,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.0,4.0,3.9,Arizona,4.23
6,2007.0,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.7,3.8,3.9,4.1,4.3,Arizona,3.82
7,2008.0,4.5,4.7,5.0,5.3,5.6,5.9,6.3,6.6,6.9,7.3,7.6,8.0,Arizona,6.14
8,2009.0,8.4,8.8,9.1,9.4,9.7,9.9,10.2,10.4,10.6,10.8,10.9,10.9,Arizona,9.93
9,2010.0,10.9,10.8,10.7,10.6,10.4,10.3,10.2,10.2,10.1,10.1,10.0,9.9,Arizona,10.35
10,2011.0,9.8,9.7,9.7,9.7,9.7,9.7,9.7,9.6,9.4,9.2,9.0,8.8,Arizona,9.5
11,2012.0,8.7,8.7,8.6,8.6,8.5,8.5,8.3,8.2,8.1,8.0,7.9,7.9,Arizona,8.33
12,2013.0,7.9,7.9,7.9,7.9,7.8,7.8,7.8,7.7,7.7,7.6,7.5,7.4,Arizona,7.74
13,2014.0,7.3,7.1,7.0,6.9,6.8,6.8,6.7,6.6,6.6,6.6,6.5,6.5,Arizona,6.78
14,2015.0,6.4,6.3,6.3,6.2,6.1,6.0,6.0,6.0,5.9,5.8,5.8,5.7,Arizona,6.04
15,2016.0,5.7,5.6,5.5,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.2,Arizona,5.38
16,2017.0,5.2,5.1,5.1,5.0,4.9,4.8,4.7,4.7,4.7,4.7,4.7,4.7,Arizona,4.86
17,2018.0,4.8,4.9,4.9,4.9,4.7,4.7,4.6,4.6,4.7,4.7,4.7,4.7,Arizona,4.74
0,2001.0,3.7,3.7,3.8,3.8,3.9,4.0,4.2,4.4,4.6,4.9,5.2,5.4,Ohio,4.3
1,2002.0,5.6,5.7,5.8,5.9,5.8,5.8,5.7,5.7,5.6,5.7,5.8,5.9,Ohio,5.75
2,2003.0,6.1,6.2,6.3,6.4,6.4,6.5,6.4,6.3,6.2,6.1,6.0,6.1,Ohio,6.25
3,2004.0,6.1,6.1,6.2,6.2,6.2,6.2,6.3,6.3,6.3,6.4,6.4,6.4,Ohio,6.26
4,2005.0,6.3,6.3,6.1,6.0,5.9,5.8,5.8,5.8,5.8,5.8,5.7,5.6,Ohio,5.91
5,2006.0,5.5,5.4,5.3,5.3,5.3,5.4,5.5,5.5,5.5,5.5,5.5,5.4,Ohio,5.43
6,2007.0,5.4,5.4,5.4,5.4,5.5,5.5,5.6,5.6,5.7,5.7,5.7,5.6,Ohio,5.54
7,2008.0,5.5,5.5,5.6,5.8,6.0,6.3,6.5,6.7,6.9,7.2,7.6,8.1,Ohio,6.48
8,2009.0,8.7,9.3,9.8,10.2,10.4,10.5,10.6,10.6,10.7,10.8,10.9,11.0,Ohio,10.29
9,2010.0,11.1,11.0,10.9,10.6,10.4,10.1,10.0,9.9,9.9,9.8,9.7,9.5,Ohio,10.24
10,2011.0,9.3,9.1,9.0,9.0,9.0,9.1,9.1,9.0,8.8,8.5,8.3,8.0,Ohio,8.85
11,2012.0,7.8,7.6,7.5,7.4,7.4,7.3,7.3,7.2,7.2,7.3,7.4,7.5,Ohio,7.41
12,2013.0,7.5,7.6,7.6,7.6,7.5,7.5,7.6,7.5,7.4,7.3,7.1,6.9,Ohio,7.42
13,2014.0,6.6,6.4,6.2,6.0,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,Ohio,5.8
14,2015.0,5.1,5.1,5.1,5.1,5.0,4.9,4.8,4.7,4.7,4.7,4.8,4.9,Ohio,4.91
15,2016.0,4.9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.2,5.2,5.2,Ohio,5.05
16,2017.0,5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.0,5.0,4.9,4.9,4.9,Ohio,5.04
17,2018.0,4.7,4.5,4.4,4.3,4.3,4.5,4.6,4.6,4.6,4.6,4.6,4.6,Ohio,4.53
0,2001.0,4.4,4.6,4.7,4.8,4.8,4.9,5.0,5.2,5.5,5.8,6.1,6.3,Michigan,5.18
1,2002.0,6.4,6.4,6.4,6.4,6.3,6.3,6.2,6.1,6.1,6.1,6.2,6.4,Michigan,6.28
2,2003.0,6.6,6.9,7.1,7.2,7.4,7.5,7.5,7.5,7.3,7.2,7.0,6.9,Michigan,7.18
3,2004.0,6.8,6.8,6.9,6.9,7.0,7.0,7.0,7.1,7.1,7.2,7.2,7.2,Michigan,7.02
4,2005.0,7.2,7.1,7.0,6.9,6.7,6.6,6.6,6.6,6.6,6.6,6.7,6.8,Michigan,6.78
5,2006.0,6.8,6.9,6.9,7.0,7.0,7.1,7.1,7.1,7.1,7.1,7.0,7.0,Michigan,7.01
6,2007.0,6.9,6.8,6.8,6.8,6.8,6.9,7.0,7.1,7.2,7.3,7.2,7.2,Michigan,7.0
7,2008.0,7.1,7.1,7.2,7.3,7.5,7.8,8.0,8.2,8.4,8.8,9.3,9.8,Michigan,8.04
8,2009.0,10.9,12.0,12.9,13.6,14.2,14.6,14.5,14.4,14.2,14.1,14.0,13.9,Michigan,13.61
9,2010.0,13.9,13.7,13.5,13.2,12.9,12.6,12.3,12.1,12.0,11.8,11.6,11.3,Michigan,12.58
10,2011.0,11.0,10.8,10.7,10.6,10.6,10.6,10.6,10.5,10.2,10.0,9.7,9.4,Michigan,10.39
11,2012.0,9.2,9.1,9.1,9.2,9.2,9.2,9.2,9.1,9.1,9.0,9.0,9.1,Michigan,9.12
12,2013.0,9.1,9.1,9.0,8.9,8.9,8.8,8.8,8.8,8.7,8.6,8.4,8.3,Michigan,8.78
13,2014.0,8.1,8.0,7.9,7.7,7.5,7.4,7.2,7.0,6.8,6.6,6.4,6.2,Michigan,7.23
14,2015.0,6.0,5.9,5.8,5.7,5.6,5.5,5.3,5.2,5.1,5.0,4.9,4.9,Michigan,5.41
15,2016.0,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.1,5.1,5.2,5.1,Michigan,4.99
16,2017.0,5.0,4.8,4.6,4.4,4.4,4.4,4.5,4.6,4.7,4.7,4.7,4.7,Michigan,4.63
17,2018.0,4.7,4.8,4.7,4.7,4.6,4.4,4.3,4.1,4.0,4.0,4.0,4.0,Michigan,4.36
0,2001.0,3.0,3.0,3.1,3.2,3.4,3.5,3.6,3.8,4.1,4.2,4.4,4.5,Oklahoma,3.65
1,2002.0,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.6,4.7,4.8,4.9,5.1,Oklahoma,4.67
2,2003.0,5.2,5.3,5.4,5.5,5.6,5.6,5.6,5.6,5.5,5.4,5.3,5.3,Oklahoma,5.44
3,2004.0,5.2,5.1,5.0,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,Oklahoma,4.86
4,2005.0,4.7,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.3,4.2,4.1,Oklahoma,4.46
5,2006.0,4.0,4.0,4.0,4.0,3.9,4.0,4.0,4.0,4.0,4.1,4.1,4.2,Oklahoma,4.03
6,2007.0,4.2,4.2,4.3,4.3,4.2,4.2,4.1,4.1,4.0,3.9,3.8,3.6,Oklahoma,4.08
7,2008.0,3.5,3.4,3.3,3.4,3.4,3.6,3.7,3.8,3.9,4.1,4.4,4.7,Oklahoma,3.77
8,2009.0,5.1,5.5,5.9,6.2,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.0,Oklahoma,6.38
9,2010.0,7.1,7.1,7.0,7.0,6.9,6.8,6.7,6.6,6.6,6.6,6.5,6.4,Oklahoma,6.78
10,2011.0,6.2,6.1,5.9,5.9,5.8,5.8,5.9,5.9,5.9,5.8,5.7,5.6,Oklahoma,5.87
11,2012.0,5.5,5.4,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.3,Oklahoma,5.27
12,2013.0,5.3,5.3,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.1,Oklahoma,5.28
13,2014.0,5.0,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.3,4.2,4.2,4.2,Oklahoma,4.51
14,2015.0,4.2,4.2,4.3,4.4,4.4,4.5,4.4,4.4,4.4,4.5,4.5,4.6,Oklahoma,4.4
15,2016.0,4.6,4.7,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.7,Oklahoma,4.82
16,2017.0,4.6,4.6,4.5,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.1,4.1,Oklahoma,4.29
17,2018.0,4.1,4.1,4.0,4.0,4.0,3.9,3.8,3.7,3.5,3.5,3.5,3.5,Oklahoma,3.8
0,2001.0,2.8,2.9,3.0,3.1,3.3,3.5,3.8,4.1,4.4,4.7,5.0,5.2,Colorado,3.82
1,2002.0,5.3,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.7,5.7,Colorado,5.53
2,2003.0,5.8,5.9,6.0,6.0,6.0,6.1,6.0,6.0,6.0,5.9,5.9,5.8,Colorado,5.95
3,2004.0,5.8,5.7,5.7,5.6,5.5,5.4,5.4,5.4,5.3,5.3,5.3,5.3,Colorado,5.47
4,2005.0,5.3,5.3,5.2,5.2,5.1,5.1,5.0,4.9,4.9,4.8,4.8,4.7,Colorado,5.02
5,2006.0,4.6,4.6,4.5,4.5,4.4,4.4,4.4,4.3,4.2,4.1,3.9,3.8,Colorado,4.31
6,2007.0,3.7,3.7,3.6,3.5,3.5,3.6,3.6,3.7,3.8,3.9,4.0,4.1,Colorado,3.72
7,2008.0,4.1,4.2,4.3,4.4,4.5,4.7,4.9,5.0,5.2,5.4,5.6,5.9,Colorado,4.85
8,2009.0,6.1,6.4,6.7,7.0,7.2,7.4,7.5,7.6,7.7,7.8,8.0,8.2,Colorado,7.3
9,2010.0,8.3,8.5,8.6,8.7,8.7,8.7,8.8,8.8,8.9,8.9,8.9,8.9,Colorado,8.73
10,2011.0,8.8,8.7,8.5,8.4,8.3,8.3,8.3,8.2,8.2,8.2,8.2,8.2,Colorado,8.36
11,2012.0,8.2,8.1,8.1,8.1,8.0,8.0,7.9,7.8,7.7,7.7,7.6,7.5,Colorado,7.89
12,2013.0,7.4,7.3,7.2,7.1,7.1,7.0,6.9,6.8,6.6,6.4,6.3,6.1,Colorado,6.85
13,2014.0,6.0,5.8,5.6,5.4,5.2,5.0,4.8,4.6,4.5,4.4,4.4,4.3,Colorado,5.0
14,2015.0,4.3,4.2,4.2,4.1,4.0,3.9,3.8,3.7,3.7,3.6,3.5,3.5,Colorado,3.88
15,2016.0,3.5,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.2,3.1,3.0,2.9,Colorado,3.28
16,2017.0,2.8,2.7,2.6,2.6,2.6,2.7,2.8,2.9,3.0,3.0,3.0,3.0,Colorado,2.81
17,2018.0,3.0,3.0,3.0,2.9,2.8,2.7,2.8,2.9,3.1,3.1,3.1,3.1,Colorado,2.96
0,2001.0,4.1,4.2,4.3,4.5,4.6,4.8,5.0,5.2,5.4,5.6,5.8,6.0,Texas,4.96
1,2002.0,6.1,6.2,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.5,6.5,6.6,Texas,6.37
2,2003.0,6.6,6.7,6.8,6.8,6.9,6.9,6.9,6.8,6.7,6.5,6.4,6.3,Texas,6.69
3,2004.0,6.2,6.2,6.1,6.1,6.0,5.9,5.8,5.8,5.8,5.8,5.8,5.8,Texas,5.94
4,2005.0,5.7,5.7,5.6,5.5,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.2,Texas,5.41
5,2006.0,5.2,5.1,5.1,5.1,5.1,5.0,5.0,4.9,4.7,4.6,4.5,4.4,Texas,4.89
6,2007.0,4.4,4.3,4.3,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,Texas,4.27
7,2008.0,4.3,4.3,4.3,4.4,4.5,4.6,4.8,4.9,5.1,5.3,5.6,5.8,Texas,4.82
8,2009.0,6.1,6.3,6.5,6.6,7.6,8.0,8.2,8.3,8.3,8.3,8.3,8.3,Texas,7.57
9,2010.0,8.3,8.3,8.3,8.2,8.1,8.0,8.0,8.0,8.1,8.1,8.1,8.1,Texas,8.13
10,2011.0,8.0,7.9,7.9,7.9,7.9,7.9,7.9,7.8,7.7,7.6,7.4,7.2,Texas,7.76
11,2012.0,7.1,7.0,6.9,6.9,6.9,6.8,6.7,6.6,6.5,6.5,6.5,6.5,Texas,6.74
12,2013.0,6.5,6.5,6.5,6.5,6.4,6.3,6.3,6.2,6.1,6.0,5.9,5.8,Texas,6.25
13,2014.0,5.7,5.5,5.4,5.3,5.2,5.1,5.1,5.0,4.9,4.8,4.7,4.6,Texas,5.11
14,2015.0,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,Texas,4.42
15,2016.0,4.5,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.7,4.8,4.8,4.8,Texas,4.64
16,2017.0,4.8,4.7,4.6,4.5,4.4,4.2,4.1,4.0,4.0,3.9,3.9,4.0,Texas,4.26
17,2018.0,4.0,4.0,4.0,4.1,4.1,4.0,4.0,3.9,3.8,3.8,3.8,3.8,Texas,3.94
0,2001.0,4.4,4.4,4.4,4.4,4.3,4.3,4.4,4.6,4.7,4.9,5.1,5.2,Missouri,4.59
1,2002.0,5.3,5.4,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.3,Missouri,5.37
2,2003.0,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.9,5.8,5.6,5.5,5.5,Missouri,5.62
3,2004.0,5.5,5.5,5.6,5.7,5.9,6.0,6.0,6.1,6.0,6.0,6.0,6.0,Missouri,5.86
4,2005.0,5.9,5.9,5.8,5.7,5.5,5.3,5.2,5.1,5.1,5.0,5.0,5.0,Missouri,5.38
5,2006.0,5.0,4.9,4.8,4.8,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,Missouri,4.87
6,2007.0,4.8,4.8,4.8,4.8,4.9,5.0,5.1,5.3,5.3,5.4,5.4,5.4,Missouri,5.08
7,2008.0,5.3,5.3,5.4,5.5,5.7,5.9,6.1,6.4,6.6,6.9,7.3,7.7,Missouri,6.18
8,2009.0,8.1,8.5,8.9,9.1,9.3,9.4,9.5,9.6,9.6,9.7,9.7,9.7,Missouri,9.26
9,2010.0,9.8,9.8,9.7,9.7,9.6,9.5,9.4,9.5,9.5,9.5,9.5,9.4,Missouri,9.58
10,2011.0,9.3,9.1,8.9,8.8,8.7,8.6,8.5,8.4,8.2,8.0,7.8,7.6,Missouri,8.49
11,2012.0,7.4,7.2,7.1,7.0,7.0,6.9,6.9,6.8,6.8,6.8,6.9,6.9,Missouri,6.98
12,2013.0,6.9,6.8,6.8,6.8,6.8,6.8,6.8,6.7,6.6,6.6,6.6,6.6,Missouri,6.73
13,2014.0,6.7,6.7,6.6,6.5,6.3,6.2,6.0,5.9,5.8,5.7,5.6,5.6,Missouri,6.13
14,2015.0,5.5,5.5,5.5,5.4,5.3,5.1,4.9,4.7,4.6,4.5,4.5,4.4,Missouri,4.99
15,2016.0,4.4,4.4,4.4,4.5,4.6,4.7,4.8,4.8,4.8,4.7,4.5,4.3,Missouri,4.58
16,2017.0,4.1,4.0,3.9,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,Missouri,3.74
17,2018.0,3.7,3.7,3.6,3.6,3.6,3.5,3.4,3.3,3.2,3.2,3.2,3.2,Missouri,3.43
0,2001.0,4.6,4.7,4.8,4.8,4.9,4.9,5.1,5.3,5.5,5.7,6.0,6.1,Nevada,5.2
1,2002.0,6.1,6.0,5.9,5.8,5.7,5.6,5.5,5.5,5.4,5.3,5.3,5.3,Nevada,5.62
2,2003.0,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,5.0,4.9,4.8,4.7,Nevada,5.08
3,2004.0,4.6,4.5,4.5,4.4,4.4,4.3,4.2,4.2,4.2,4.1,4.1,4.1,Nevada,4.3
4,2005.0,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.1,4.1,4.0,3.9,Nevada,4.09
5,2006.0,3.9,3.9,4.0,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,Nevada,4.05
6,2007.0,4.1,4.2,4.2,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,Nevada,4.49
7,2008.0,5.2,5.3,5.5,5.8,6.0,6.3,6.6,7.0,7.4,7.9,8.5,9.0,Nevada,6.71
8,2009.0,9.5,9.9,10.4,10.7,11.0,11.3,11.6,11.8,12.0,12.2,12.5,12.7,Nevada,11.3
9,2010.0,13.0,13.2,13.4,13.5,13.5,13.5,13.6,13.6,13.7,13.7,13.7,13.6,Nevada,13.5
10,2011.0,13.5,13.4,13.3,13.2,13.2,13.1,13.1,13.0,12.9,12.7,12.5,12.3,Nevada,13.02
11,2012.0,12.0,11.8,11.6,11.5,11.4,11.3,11.1,11.0,10.8,10.7,10.6,10.5,Nevada,11.19
12,2013.0,10.4,10.3,10.2,10.0,9.9,9.7,9.6,9.4,9.2,9.1,8.9,8.8,Nevada,9.62
13,2014.0,8.6,8.5,8.4,8.2,8.1,7.9,7.8,7.7,7.6,7.5,7.4,7.3,Nevada,7.92
14,2015.0,7.2,7.1,7.0,7.0,6.9,6.8,6.8,6.7,6.6,6.5,6.4,6.3,Nevada,6.78
15,2016.0,6.2,6.1,6.0,5.9,5.8,5.8,5.7,5.6,5.5,5.5,5.4,5.3,Nevada,5.73
16,2017.0,5.3,5.2,5.2,5.1,5.1,5.1,5.0,4.9,4.9,4.9,4.9,4.9,Nevada,5.04
17,2018.0,4.9,4.9,4.9,4.9,4.8,4.7,4.6,4.5,4.5,4.5,4.5,4.5,Nevada,4.68
0,2001.0,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.7,5.8,5.9,6.0,Florida,4.63
1,2002.0,6.0,5.9,5.9,5.8,5.7,5.6,5.6,5.5,5.5,5.4,5.4,5.4,Florida,5.64
2,2003.0,5.4,5.4,5.3,5.4,5.4,5.4,5.3,5.3,5.1,5.0,4.9,4.8,Florida,5.22
3,2004.0,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.5,4.5,4.4,4.4,Florida,4.61
4,2005.0,4.3,4.2,4.0,3.9,3.8,3.6,3.5,3.5,3.4,3.4,3.3,3.3,Florida,3.68
5,2006.0,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,Florida,3.24
6,2007.0,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.2,4.3,4.4,4.6,4.7,Florida,4.01
7,2008.0,4.8,5.0,5.2,5.4,5.7,6.0,6.3,6.7,7.0,7.4,7.8,8.3,Florida,6.3
8,2009.0,8.8,9.3,9.8,10.1,10.4,10.5,10.7,10.8,10.9,11.0,11.2,11.2,Florida,10.39
9,2010.0,11.3,11.2,11.2,11.1,11.0,10.9,10.9,11.0,11.0,11.0,11.0,10.8,Florida,11.03
10,2011.0,10.7,10.5,10.4,10.3,10.2,10.2,10.1,9.9,9.7,9.5,9.3,9.1,Florida,9.99
11,2012.0,8.9,8.8,8.7,8.7,8.7,8.6,8.5,8.4,8.3,8.1,8.1,8.0,Florida,8.48
12,2013.0,7.9,7.8,7.6,7.5,7.4,7.3,7.2,7.0,6.9,6.8,6.7,6.7,Florida,7.23
13,2014.0,6.6,6.6,6.6,6.5,6.4,6.3,6.2,6.1,6.1,6.0,5.9,5.9,Florida,6.27
14,2015.0,5.8,5.7,5.7,5.6,5.6,5.5,5.4,5.3,5.3,5.2,5.1,5.1,Florida,5.44
15,2016.0,5.0,5.0,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,Florida,4.82
16,2017.0,4.6,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,3.9,3.9,3.9,Florida,4.15
17,2018.0,3.9,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.5,3.5,3.5,3.5,Florida,3.72
0,2001.0,2.7,2.8,2.9,3.0,3.2,3.4,3.5,3.7,3.8,4.0,4.1,4.2,New Hampshire,3.44
